date_paiement,montant,mode_paiement,id_membre
2026-05-22,34.99,Virement bancaire,192
2026-06-22,34.99,Virement bancaire,192
2026-02-23,24.99,Carte bancaire,193
2026-03-23,24.99,Carte bancaire,193
2026-04-23,24.99,Carte bancaire,193
2026-05-23,24.99,Carte bancaire,193
2026-06-23,24.99,Carte bancaire,193
2026-04-03,29.99,Prelevement bancaire,194
2026-05-03,29.99,Prelevement bancaire,194
2026-06-03,29.99,Prelevement bancaire,194
2026-07-03,29.99,Prelevement bancaire,194
2026-04-28,29.99,Virement bancaire,195
2026-05-28,29.99,Virement bancaire,195
2026-06-28,29.99,Virement bancaire,195
2025-09-16,34.99,Carte bancaire,196
2025-10-16,34.99,Carte bancaire,196
2025-11-16,34.99,Carte bancaire,196
2025-12-16,34.99,Carte bancaire,196
2026-01-16,34.99,Carte bancaire,196
2026-02-16,34.99,Carte bancaire,196
2026-03-16,34.99,Carte bancaire,196
2026-04-16,34.99,Carte bancaire,196
2026-05-16,34.99,Carte bancaire,196
2026-06-16,34.99,Carte bancaire,196
2026-04-18,24.99,Prelevement bancaire,197
2026-05-18,24.99,Prelevement bancaire,197
2026-06-18,24.99,Prelevement bancaire,197
2026-06-27,29.99,Virement bancaire,198
2026-06-12,29.99,Carte bancaire,199
2026-07-12,29.99,Carte bancaire,199
2025-07-30,34.99,Prelevement bancaire,200
2025-08-30,34.99,Prelevement bancaire,200
2025-09-30,34.99,Prelevement bancaire,200
2025-10-30,34.99,Prelevement bancaire,200
2025-11-30,34.99,Prelevement bancaire,200
2025-12-30,34.99,Prelevement bancaire,200
2026-01-30,34.99,Prelevement bancaire,200
2026-02-28,34.99,Prelevement bancaire,200
2026-03-28,34.99,Prelevement bancaire,200
2026-04-28,34.99,Prelevement bancaire,200
2026-05-28,34.99,Prelevement bancaire,200
2026-06-28,34.99,Prelevement bancaire,200
